week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews,popularity
22-05-16,52,28842985.58,School of Rock - The Musical,Minskoff Theatre,930524.3,1518652,88.42,248,10524,1495,0.8799,8,0,trending
11-06-17,3,34128419.59,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,847025.11,1215236,117.25,249,7224,1026,0.8801,8,0,trending
02-04-17,45,34447048.43,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,813158.1,1207958,112.53,249,7226,1026,0.8804,8,0,trending
13-03-16,42,23719997.68,School of Rock - The Musical,Minskoff Theatre,900072.3,1404800,89.49,248,10058,1428,0.8804,8,0,trending
24-03-19,43,34204242.15,Waitress,Minskoff Theatre,712017.3,1019480,96.73,270,7361,1045,0.8805,8,0,trending
01-12-19,27,41687333.21,Waitress,Minskoff Theatre,884650,1195860,120.18,350,7361,1045,0.8805,8,0,trending
15-09-19,16,29092570.96,The Phantom of the Opera,New Amsterdam Theatre,910181.2,1358986,80.51,213,11305,1605,0.8805,8,0,trending
15-04-18,47,37729078.44,School of Rock - The Musical,Minskoff Theatre,961894.6,1443688,89.66,248,10728,1523,0.8805,8,0,trending
29-04-18,49,35335326.58,Anastasia,Broadhurst Theatre,791182.44,1093588,98.26,273,8052,1143,0.8806,8,0,trending
28-08-16,14,21495765.02,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,749761.6,1006896,103.72,299,7229,1026,0.8807,8,0,trending
28-10-18,22,33133984.13,The Phantom of the Opera,New Amsterdam Theatre,1003283.36,1347562,88.72,213,11309,1605,0.8808,8,0,trending
26-05-19,52,35905670.43,Frozen,Belasco Theatre,1161987.6,1262527.6,97.89,227.5,11870,1684,0.8811,8,0,trending
27-11-16,27,35280351.26,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,881609.1,1117426,121.84,249,7236,1026,0.8816,8,0,trending
04-11-18,23,33078711.53,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,666168.69,1106908,92.05,247,7237,1026,0.8817,8,0,trending
12-03-17,42,27675629.09,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,802300.8,1220846,110.8,249,7241,1026,0.8822,8,0,trending
09-04-17,46,35186711.31,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,813117.8,1218176,112.26,249,7243,1026,0.8824,8,0,trending
15-04-18,47,37729078.44,Anastasia,Broadhurst Theatre,824664.52,1093588,102.15,273,8073,1143,0.8829,8,0,trending
26-05-19,52,35905670.43,Waitress,Minskoff Theatre,680339,1019480,92.15,270,7383,1045,0.8831,8,0,trending
06-01-19,32,37530273.1,The Play That Goes Wrong,Hudson Theatre,497220.5,677688,82.42,197,6033,854,0.8831,8,0,trending
16-04-17,47,41151034.39,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,826037.4,1225608,113.92,249,7251,1026,0.8834,8,0,trending
13-05-18,51,38621280.34,Waitress,Minskoff Theatre,880751.8,1019480,119.25,270,7386,1045,0.8835,8,0,trending
17-02-19,38,30511551.35,Frozen,Belasco Theatre,1250979.5,1630976,105.1,277.5,11903,1684,0.8835,8,0,trending
01-09-19,14,28652876.74,The Phantom of the Opera,New Amsterdam Theatre,1007639.1,1373056,88.79,213,11348,1605,0.8838,8,0,trending
19-11-17,26,31147315.59,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,837611.12,1174446,115.47,249,7254,1026,0.8838,8,0,trending
14-02-16,38,25713384.94,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,920024,1174216,126.76,299,7258,1026,0.8843,8,0,trending
30-09-18,18,29521717.1,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,781108,1106908,107.53,247,7264,1026,0.885,8,0,trending
17-06-18,3,39653551.79,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,744624.5,1106908,102.48,247,7266,1026,0.8852,8,0,trending
08-05-16,50,27579172.93,She Loves Me,Studio 54,619968.8,899784,86.85,252,7138,1008,0.8852,8,0,trending
24-02-19,39,29863192.12,The Band's Visit,Ethel Barrymore Theatre,534963.4,1024568,72.68,247,7361,1039,0.8856,8,0,trending
06-10-19,19,30098714.42,Frozen,Belasco Theatre,967974.1,1270128,81.11,252.5,11934,1684,0.8858,8,0,trending
07-05-17,50,32862919.91,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,839286.98,1196900,115.43,249,7271,1026,0.8858,8,0,trending
17-12-17,30,34359420.67,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,894554.75,1221410,123.03,249,7271,1026,0.8858,8,0,trending
03-04-16,45,29929437.71,Finding Neverland,Winter Garden Theatre,924656.5,1476000,86.75,225,10659,1504,0.8859,8,0,trending
09-04-17,46,35186711.31,The Play That Goes Wrong,Hudson Theatre,430598.94,663576,67.8,173,6351,896,0.886,8,0,trending
13-08-17,12,30312333.55,School of Rock - The Musical,Minskoff Theatre,1039278.62,1445048,96.27,248,10796,1523,0.8861,8,0,trending
25-09-16,18,22165298.69,Waitress,Minskoff Theatre,876282.2,1019480,118.24,270,7411,1045,0.8865,8,0,trending
11-03-18,42,29425481.36,Waitress,Minskoff Theatre,1133417.1,1019480,152.92,270,7412,1045,0.8866,8,0,trending
04-11-18,23,33078711.53,Anastasia,Broadhurst Theatre,746074.92,1093588,92.02,273,8108,1143,0.8867,8,0,trending
23-04-17,48,35895402.43,The Play That Goes Wrong,Hudson Theatre,460591.36,654168,76.01,173,6060,854,0.887,8,0,trending
30-10-16,23,25194007.33,Waitress,Minskoff Theatre,826258.7,1019480,111.4,270,7417,1045,0.8872,8,0,trending
17-11-19,25,32819620.56,Frozen,Belasco Theatre,958448.8,1270128,80.16,252.5,11956,1684,0.8875,8,0,trending
22-07-18,8,36855921.43,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,736537.75,1106908,101.06,247,7288,1026,0.8879,8,0,trending
27-03-16,44,31485172.45,Something Rotten!,Majestic Theatre,1011003.5,1437800,85.37,277,11842,1667,0.888,8,0,trending
04-09-16,15,23361024.99,School of Rock - The Musical,Minskoff Theatre,1072366.5,1523357,100.83,248,10635,1495,0.8892,8,0,trending
10-06-18,2,39211500.4,School of Rock - The Musical,Minskoff Theatre,980276.8,1443688,90.46,223,10837,1523,0.8894,8,0,trending
06-08-17,11,31424598.87,Waitress,Minskoff Theatre,738236,1019480,99.27,270,7437,1045,0.8896,8,0,trending
03-06-18,1,37106954.31,Anastasia,Broadhurst Theatre,789629.8,1093588,97.05,273,8136,1143,0.8898,8,0,trending
03-03-19,40,27159271.45,Mean Girls,August Wilson Theatre,935842.3,1328576,107.27,299.5,8724,1225,0.8902,8,0,trending
20-01-19,34,31699189.77,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,670658.4,1106908,91.78,247,7307,1026,0.8902,8,0,trending
08-01-17,33,29567891.31,The Humans,New Amsterdam Theatre,646944.22,976376,87.73,297,7374,1035,0.8906,8,0,trending
26-08-18,13,33662782.2,Wicked,Gershwin Theatre,1467931,1779845,114.02,240,12874,1807,0.8906,8,0,trending
15-05-16,51,26269814.35,She Loves Me,Studio 54,622688,899784,86.68,252,7184,1008,0.8909,8,0,trending
25-02-18,40,27049672.63,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,701670.1,1106908,95.9,247,7317,1026,0.8914,8,0,trending
08-07-18,6,33865379.57,"Hello, Dolly!",Sam S. Shubert Theatre,777296,1371056,75.3,297,10322,1446,0.8923,8,0,trending
19-02-17,39,25574527.9,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,846457.9,1107646,115.57,249,7324,1026,0.8923,8,0,trending
01-01-17,32,49710189.78,The Humans,New Amsterdam Theatre,814554.9,1098423,97.99,297,8313,1035,0.8924,9,0,trending
25-03-18,44,35414660.27,"Hello, Dolly!",Sam S. Shubert Theatre,1006613.1,1371056,97.5,297,10324,1446,0.8925,8,0,trending
15-07-18,7,37330027.69,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,737856.76,1106908,100.72,247,7326,1026,0.8925,8,0,trending
01-04-18,45,42016688.35,The Band's Visit,Ethel Barrymore Theatre,870462.58,1038880,117.33,297,7419,1039,0.8926,8,0,trending
19-03-17,43,30015943.81,The Play That Goes Wrong,Hudson Theatre,332881,659680,51,173,6527,914,0.8926,0,8,trending
15-04-18,47,37729078.44,The Band's Visit,Ethel Barrymore Theatre,847675.64,1038880,114.24,247,7420,1039,0.8927,8,0,trending
24-01-16,35,15977957.72,Aladdin,Majestic Theatre,831498,1034816,89.86,199.5,9253,1727,0.893,6,0,trending
11-06-17,3,34128419.59,School of Rock - The Musical,Minskoff Theatre,1047437.08,1445048,96.27,248,10880,1523,0.893,8,0,trending
13-11-16,25,28880196.45,School of Rock - The Musical,Minskoff Theatre,1061975,1523357,99.39,248,10685,1495,0.8934,8,0,trending
16-07-17,8,31922259.32,Waitress,Minskoff Theatre,766447.5,1019480,102.6,270,7470,1045,0.8935,8,0,trending
09-12-18,28,40149570.28,The Band's Visit,Greshwin Theatre,825105.14,1024568,111.08,247,7428,1039,0.8936,8,0,trending
05-11-17,24,27265631.87,The Phantom of the Opera,New Amsterdam Theatre,1005475.78,1368480,87.63,213,11474,1605,0.8936,8,0,trending
03-12-17,28,29983150.22,Anastasia,Broadhurst Theatre,951114.7,1093588,116.39,350,8172,1143,0.8937,8,0,trending
27-05-18,53,39431767.13,Anastasia,Broadhurst Theatre,829377.8,1093588,101.48,273,8173,1143,0.8938,8,0,trending
09-09-18,15,29524979.46,Anastasia,Broadhurst Theatre,743501.12,1093588,90.95,273,8175,1143,0.894,8,0,trending
05-06-16,2,27019162.62,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,847559.5,1174216,115.5,299,7338,1026,0.894,8,0,trending
30-09-18,18,29521717.1,Anastasia,Broadhurst Theatre,737202,1093588,90.16,273,8177,1143,0.8942,8,0,trending
18-06-17,4,34505435.31,School of Rock - The Musical,Minskoff Theatre,1082849.56,1445048,99.33,248,10901,1523,0.8947,8,0,trending
28-10-18,22,33133984.13,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,743518.5,1106908,101.2,247,7347,1026,0.8951,8,0,trending
18-12-16,30,30541917.65,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,892666.1,1117426,121.37,249,7355,1026,0.8961,8,0,trending
10-09-17,16,23606589.82,"Hello, Dolly!",Sam S. Shubert Theatre,913712,1512416,88.09,748,10373,1446,0.8967,8,0,trending
15-09-19,16,29092570.96,Frozen,Belasco Theatre,954081.2,1345248,78.98,252.5,12080,1684,0.8967,8,0,trending
20-08-17,13,28674785.82,The Phantom of the Opera,New Amsterdam Theatre,1037448.78,1356418,90.1,213,11515,1605,0.8968,8,0,trending
18-09-16,17,22174849.86,Waitress,Minskoff Theatre,864788.9,1019480,115.31,270,7500,1045,0.8971,8,0,trending
18-08-19,12,31972753.31,Wicked,Gershwin Theatre,1598241,1779845,123.22,240,12971,1807,0.8973,8,0,trending
26-02-17,40,25416821.35,School of Rock - The Musical,Minskoff Theatre,1092309.7,1445048,99.9,248,10934,1523,0.8974,8,0,trending
08-05-16,50,27579172.93,The Humans,New Amsterdam Theatre,432743.5,581744,104.63,248,4136,576,0.8976,8,0,trending
20-11-16,26,26762454.2,Waitress,Minskoff Theatre,844022.4,1019480,112.43,270,7507,1045,0.898,8,0,trending
23-10-16,22,27441874.45,Jersey Boys,Studio 54,830563.2,1151143,94.08,199,8828,1228,0.8986,8,0,trending
27-05-18,53,39431767.13,"Hello, Dolly!",Sam S. Shubert Theatre,989368.3,1371056,95.16,297,10397,1446,0.8988,8,0,trending
23-10-16,22,27441874.45,School of Rock - The Musical,Minskoff Theatre,1026024.3,1523357,95.43,248,10752,1495,0.899,8,0,trending
27-01-19,35,29982380.3,The Band's Visit,Greshwin Theatre,541270.6,1031928,72.43,247,7473,1039,0.8991,8,0,trending
08-07-18,6,33865379.57,Waitress,Minskoff Theatre,766432.5,1019480,101.95,270,7518,1045,0.8993,8,0,trending
24-01-16,35,15977957.72,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,596404.5,894882,107.73,299,5536,1026,0.8993,6,0,trending
16-10-16,21,25369049.51,Matilda The Musical,Sam S. Shubert Theatre,820658.76,1209739,79.65,250,10303,1432,0.8994,8,0,trending
22-10-17,22,30630790.04,The Phantom of the Opera,New Amsterdam Theatre,1007984.32,1356418,87.26,213,11551,1605,0.8996,8,0,trending
05-11-17,24,27265631.87,Wicked,Lyric Theatre,1514501,1779845,116.45,240,13006,1807,0.8997,8,0,trending
18-12-16,30,30541917.65,School of Rock - The Musical,Minskoff Theatre,1109801.6,1536125,101.24,223,10962,1523,0.8997,8,0,trending
19-06-16,4,28229255.81,Matilda The Musical,Sam S. Shubert Theatre,831316.57,1318748,80.62,250,10311,1432,0.9001,8,0,trending
03-03-19,40,27159271.45,Frozen,Belasco Theatre,1214017.9,1521151,100.08,352.5,12130,1684,0.9004,8,0,trending
01-09-19,14,28652876.74,Wicked,Lyric Theatre,1511003,1779845,116.07,240,13018,1807,0.9005,8,0,trending
26-03-17,44,32453591.42,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,845980.7,1214936,114.45,249,7392,1026,0.9006,8,0,trending
21-10-18,21,34344692.7,Anastasia,Broadhurst Theatre,770316.8,1093588,93.53,273,8236,1143,0.9007,8,0,trending
29-05-16,1,28706805.95,She Loves Me,Studio 54,619601.5,899784,85.97,252,7207,1000,0.9009,8,0,trending
13-11-16,25,28880196.45,Waitress,Minskoff Theatre,924695.7,1019480,122.69,270,7537,1045,0.9016,8,0,trending
16-07-17,8,31922259.32,School of Rock - The Musical,Minskoff Theatre,1050212.5,1445048,95.6,248,10986,1523,0.9017,8,0,trending
24-02-19,39,29863192.12,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,633985.12,1106908,85.63,247,7404,1026,0.902,8,0,trending
24-04-16,48,27121277.4,The Humans,New Amsterdam Theatre,378045,581744,90.94,248,4157,576,0.9021,8,0,trending
25-11-18,26,43043393.13,School of Rock - The Musical,Minskoff Theatre,1356074.3,1640179,109.67,248,12365,1523,0.9021,9,0,trending
08-05-16,50,27579172.93,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,926724.5,1174216,125.15,299,7405,1026,0.9022,8,0,trending
18-09-16,17,22174849.86,The Humans,New Amsterdam Theatre,670967.2,976376,89.8,297,7472,1035,0.9024,8,0,trending
01-05-16,49,28331921.81,She Loves Me,Studio 54,610887.2,899784,83.94,252,7278,1008,0.9025,8,0,trending
14-08-16,12,24414933.15,Matilda The Musical,Sam S. Shubert Theatre,876823.6,1201348,84.79,250,10341,1432,0.9027,8,0,trending
02-07-17,6,31965811.52,Waitress,Minskoff Theatre,743521.4,1019480,98.52,270,7547,1045,0.9028,8,0,trending
05-06-16,2,27019162.62,School of Rock - The Musical,Minskoff Theatre,1024700.21,1518652,94.88,248,10800,1495,0.903,8,0,trending
24-06-18,4,40285883.82,School of Rock - The Musical,Minskoff Theatre,1048776.8,1443688,95.33,248,11002,1523,0.903,8,0,trending
02-09-18,14,32089527.57,Wicked,Lyric Theatre,1539772,1779845,117.93,240,13057,1807,0.9032,8,0,trending
29-04-18,49,35335326.58,"Hello, Dolly!",Sam S. Shubert Theatre,1007123.3,1371056,96.39,297,10448,1446,0.9032,8,0,trending
06-05-18,50,36994026.79,Wicked,Lyric Theatre,1493289,1779845,114.31,240,13063,1807,0.9036,8,0,trending
14-10-18,20,33387818.47,The Phantom of the Opera,New Amsterdam Theatre,1055232.51,1347562,90.95,213,11602,1605,0.9036,8,0,trending
17-03-19,42,32944572.64,The Phantom of the Opera,New Amsterdam Theatre,1037083.6,1347562,89.37,213,11604,1605,0.9037,8,0,trending
13-11-16,25,28880196.45,Jersey Boys,Studio 54,913377,1151143,102.86,199,8880,1228,0.9039,8,0,trending
20-05-18,52,38813251.1,Anastasia,Broadhurst Theatre,820490.54,1093588,99.27,273,8265,1143,0.9039,8,0,trending
01-07-18,5,38126488.51,"Hello, Dolly!",Sam S. Shubert Theatre,877767.58,1371056,83.94,297,10457,1446,0.904,8,0,trending
31-03-19,44,36822964.51,The Band's Visit,Greshwin Theatre,665646,1024568,88.58,247,7515,1039,0.9041,8,0,trending
27-10-19,22,33983842,Mean Girls,August Wilson Theatre,790542.75,1176000,89.21,249.5,8862,1225,0.9043,8,0,trending
02-10-16,19,22824768.82,Waitress,Minskoff Theatre,896893.3,1019480,118.64,270,7560,1045,0.9043,8,0,trending
30-07-17,10,31904722.8,Waitress,Minskoff Theatre,765769,1019480,101.27,270,7562,1045,0.9045,8,0,trending
25-06-17,5,35273881.85,School of Rock - The Musical,Minskoff Theatre,1070601.28,1445048,97.13,248,11022,1523,0.9046,8,0,trending
05-11-17,24,27265631.87,Anastasia,Broadhurst Theatre,827869,1145332,100.06,273,8274,1143,0.9049,8,0,trending
03-02-19,36,26512354.56,Waitress,Minskoff Theatre,986836.7,1019480,130.45,270,7565,1045,0.9049,8,0,trending
08-09-19,15,25965470.89,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,669830.9,994804,90.18,247,7428,1026,0.905,8,0,trending
15-09-19,16,29092570.96,Mean Girls,August Wilson Theatre,756267.85,1176000,85.25,249.5,8871,1225,0.9052,8,0,trending
29-01-17,36,21078311.83,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,798740.8,1117426,107.49,249,7431,1026,0.9053,8,0,trending
12-11-17,25,32477412.57,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,913090.4,1176102,122.84,249,7433,1026,0.9056,8,0,trending
22-01-17,35,21686611.83,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,811017.7,1117426,109.07,249,7436,1026,0.9059,8,0,trending
08-10-17,20,30239538.42,Anastasia,Broadhurst Theatre,961099,1183397,115.98,350,8287,1143,0.9063,8,0,trending
02-09-18,14,32089527.57,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,651227,1106908,87.53,247,7440,1026,0.9064,8,0,trending
30-12-18,31,57807272.33,Waitress,Minskoff Theatre,1000718.2,1146915,117.36,270,8527,1045,0.9066,9,0,trending
14-02-16,38,25713384.94,The Humans,Nederlander Theatre,224520.5,505312,53.56,223,4192,578,0.9066,0,8,trending
08-12-19,28,38317632.21,Waitress,Minskoff Theatre,884132.2,1095420,116.64,350,7580,1045,0.9067,8,0,trending
04-06-17,2,32793984.32,The Phantom of the Opera,New Amsterdam Theatre,1016795.59,1356418,87.34,203,11642,1605,0.9067,8,0,trending
13-01-19,33,31937248.07,Wicked,Lyric Theatre,1403103,1779845,107.03,240,13109,1807,0.9068,8,0,trending
01-04-18,45,42016688.35,The Play That Goes Wrong,Hudson Theatre,431330,677688,69.61,197,6196,854,0.9069,8,0,trending
07-02-16,37,21024819.67,Blackbird,Belasco Theatre,156916,236624,84.14,248,1865,1028,0.9071,0,2,trending
30-04-17,49,32511674.46,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,855155.6,1205808,114.83,249,7447,1026,0.9073,8,0,trending
10-01-16,33,26330470.95,Wicked,Lyric Theatre,1552322,1779845,118.29,240,13123,1807,0.9078,8,0,trending
04-12-16,28,29035901.85,Matilda The Musical,Sam S. Shubert Theatre,910703.8,1209739,87.57,250,10400,1432,0.9078,8,0,trending
03-03-19,40,27159271.45,Wicked,Lyric Theatre,1350938,1779845,102.92,240,13126,1807,0.908,8,0,trending
26-05-19,52,35905670.43,Burn This,Hudson Theatre,770467.5,1022560,110.48,325,6974,960,0.9081,8,0,trending
04-12-16,28,29035901.85,Jersey Boys,Studio 54,1085083,1151143,121.61,199,8923,1228,0.9083,8,0,trending
04-12-16,28,29035901.85,Wicked,Lyric Theatre,1736046,1779845,132.2,240,13132,1807,0.9084,8,0,trending
18-11-18,25,36501888.28,Pretty Woman: The Musical,Nederlander Theatre,1104271.9,1365328,130.1,275,8488,1168,0.9084,8,0,trending
05-11-17,24,27265631.87,Waitress,Minskoff Theatre,900167,1019480,118.51,270,7596,1045,0.9086,8,0,trending
15-04-18,47,37729078.44,The Phantom of the Opera,New Amsterdam Theatre,1023976.48,1356418,87.77,213,11667,1605,0.9086,8,0,trending
26-11-17,27,39079347.02,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,893883.12,1185716,119.86,249,7458,1026,0.9086,8,0,trending
12-08-18,11,37289893.41,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,602125.5,1106908,80.74,247,7458,1026,0.9086,8,0,trending
11-03-18,42,29425481.36,Anastasia,Broadhurst Theatre,852358.64,1093588,102.57,273,8310,1143,0.9088,8,0,trending
12-06-16,3,28477729.82,Blackbird,Belasco Theatre,552393.5,892260,74.9,248,7375,1014,0.9091,8,0,trending
27-10-19,22,33983842,Frozen,Belasco Theatre,948568.1,1270128,77.45,252.5,12247,1684,0.9091,8,0,trending
14-10-18,20,33387818.47,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,807677,1106908,108.24,247,7462,1026,0.9091,8,0,trending
26-03-17,44,32453591.42,School of Rock - The Musical,Minskoff Theatre,1115005.1,1445048,100.67,248,11076,1523,0.9091,8,0,trending
17-02-19,38,30511551.35,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,713924.7,1106908,95.66,247,7463,1026,0.9092,8,0,trending
27-05-18,53,39431767.13,Waitress,Minskoff Theatre,891114.1,1019480,117.21,270,7603,1045,0.9094,8,0,trending
08-09-19,15,25965470.89,Aladdin,Majestic Theatre,1127085,1452325,89.71,199.5,12564,1727,0.9094,8,0,trending
25-11-18,26,43043393.13,The Band's Visit,Greshwin Theatre,964719.4,1031928,127.57,297,7562,1039,0.9098,8,0,trending
29-05-16,1,28706805.95,The Phantom of the Opera,New Amsterdam Theatre,1026927.02,1514575,87.9,200,11683,1605,0.9099,8,0,trending
